Num_Acc;catr;voie;v1;circ;nbv;vosp;prof;pr;pr1;plan;larrout;surf;infra;situ;vma
536549044;3;RD 643;0;3;4;0;1;62;500;1;-1;2;0;1;90
536549045;4;1;0;2;2;0;2;-1;-1;3;-1;1;0;8;90
536549046;3;434;;2;2;0;2;7;935;1;;1;0;1;90
536549047;3;976;0;2;2;0;2;25;870;2;7;1;0;1;50
536549048;3;326;;2;2;0;1;1;620;3;-1;1;5;1;70
536549048;3;51;;2;2;0;1;5;379;3;7;1;5;1;50
536549049;4;LIEU DIT THERY;0;2;1;0;1;-1;-1;3;;1;0;1;80
536549050;3;717;;2;2;0;1;2;512;1;;1;0;1;80
536549050;3;916;;2;2;0;1;21;460;1;;1;0;1;90
536549051;3;263;;2;2;0;2;2;320;1;4;1;0;1;80
536549052;3;34;;2;2;0;1;17;500;1;;1;0;1;90
536549053;3;49;;2;2;0;2;-1;-1;2;;1;0;3;80
536549054;3;964;;2;2;0;1;73;700;1;7;2;0;1;90
536549055;3;120;;2;2;0;1;5;800;3;;1;0;3;80
536549056;3;751;;2;2;0;1;14;790;1;;1;0;1;50
536549057;3;108;0;2;2;0;1;13;700;1;4;1;0;1;50
536549058;4;ALLIES (AVE DES) (N° SUPERIEUR A 186-157;0;2;2;0;1;-1;-1;1;-1;2;0;1;50
536549058;4;GROUPE LIBERATION NORD (RUE);0;2;2;0;1;-1;-1;1;-1;2;0;1;50
536549059;3;642;0;2;2;0;1;0;;1;5;1;0;3;80
536549060;4;;;2;2;0;1;-1;-1;1;-1;1;0;3;50
536549061;3;28;0;2;2;0;2;2;650;3;4;5;0;1;80
536549062;3;BAHONNEAU BOULEVARD;0;2;2;0;1;1;0;1;8;1;0;1;50
536549062;3;D117;0;1;2;0;1;4;460;3;8;1;0;1;50
536549063;3;D440;0;2;2;0;1;2;100;1;4;1;2;8;80
536549064;3;67;0;2;2;0;1;20;950;1;7;2;5;3;70
536549064;3;;;2;2;0;1;-1;-1;3;7;2;0;8;70
536549065;7;SECRETAIN (AVENUE ROGER);0;3;4;0;1;36;;1;0;1;0;1;50
536549066;3;35;;2;2;0;3;33;630;2;5;1;0;3;80
536549067;3;900;0;2;2;0;1;17;750;2;;1;0;1;80
536549068;4;ALBERT I (BOULEVARD) DU 01 AU 10;0;2;2;0;1;-1;-1;3;-1;1;5;1;30
536549069;3;153;;2;2;0;1;-1;-1;1;;1;0;8;50
536549069;3;40;;2;2;0;1;14;652;1;;1;0;4;50
536549070;3;214;0;2;2;0;1;-1;-1;1;4;1;0;1;30
536549071;3;130;0;1;2;0;1;27;400;1;5;1;0;3;80
536549072;4;BALARUC (ROUTE DE);0;2;-1;1;2;0;0;1;-1;1;0;1;50
536549073;3;936;;2;2;0;1;32;400;1;7;1;0;8;50
536549074;3;2076;0;2;2;0;1;83;800;1;7;1;0;1;50
536549075;3;40;0;2;2;0;2;12;250;1;;2;0;3;80
536549076;3;10;;2;0;0;1;29;300;1;0;1;5;1;80
536549077;7;PALAVAS D986 (ROUTE DE);0;1;0;0;1;-1;-1;1;0;1;0;1;90
536549078;4;;0;2;2;0;2;-1;-1;2;-1;2;0;3;80
536549079;1;36;;3;2;0;1;3;100;1;10;1;0;1;130
536549080;4;MEDOC (RTE DU);0;3;4;0;1;-1;-1;1;-1;1;2;1;50
536549080;4;ROCADE Entrée n° 7;0;3;4;0;1;-1;-1;1;-1;1;9;1;50
536549082;3;48;;2;2;0;1;0;500;3;4;1;0;3;50
536549083;1;A9;;3;3;3;1;58;400;1;13;1;0;1;130
536549084;2;3;;3;0;0;1;14;600;1;0;1;0;1;90
536549085;7;1090;;2;2;0;1;-1;-1;1;7;1;0;1;50
536549086;4;ANGE BERTOLLOTI AVENUE;0;2;2;0;1;1;0;2;-1;1;0;1;50
536549086;4;RASSUEN ROUTE DE;0;2;2;0;1;1;0;1;-1;1;0;1;50
536549087;2;91;0;2;2;0;1;7;-1;1;-1;1;0;3;60
536549088;3;914;;3;4;0;1;13;100;1;7;1;0;1;110
536549089;4;RM 14;;2;2;0;1;-1;-1;3;-1;2;0;3;90
536549090;4;;;2;2;0;1;-1;-1;1;-1;1;0;1;50
536549091;4;PORTE D AUTEUIL;0;1;4;0;1;11;700;2;-1;1;1;1;70
536549092;2;n5;;1;1;0;1;12;0;1;-1;1;0;1;50
536549092;2;;;2;2;0;1;-1;-1;1;-1;1;0;8;50
536549093;7;700;;3;2;0;1;2;200;1;7;2;0;3;110
536549094;3;d7n;;2;2;0;1;-1;-1;1;;1;0;1;80
536549095;4;BOULEVARD SAINT MICHEL;0;2;3;2;2;-1;-1;1;-1;1;0;1;30
536549095;4;;;1;-1;;1;-1;-1;1;-1;1;0;1;30
536549096;3;116;0;3;2;0;1;47;800;2;-1;1;0;3;80
536549097;2;151;0;2;2;0;2;12;500;1;7;1;0;1;50
536549098;4;;;1;-1;0;1;-1;-1;1;-1;1;0;1;30
536549098;4;RUE DE CONDE;0;1;1;0;2;-1;-1;1;-1;1;0;1;30
536549099;3;958;0;2;2;0;2;18;200;1;;1;0;1;50
536549100;7;65;0;2;1;0;1;-1;-1;1;3;2;5;1;70
536549101;4;;;2;-1;;1;-1;-1;1;-1;1;0;1;30
536549101;4;RUE DU FAUBOURG SAINT ANTOINE;0;2;-1;1;1;-1;-1;1;-1;1;0;1;30
536549102;4;;;2;2;0;1;-1;-1;1;-1;1;0;1;50
536549103;3;950;;2;2;0;1;10;;1;-1;1;0;1;80
536549104;3;150;0;2;2;0;1;11;630;2;4;1;0;3;80
536549105;3;;0;2;2;0;4;32;-1;2;;1;0;3;80
536549106;4;;;1;-1;;1;-1;-1;1;-1;1;0;1;30
536549106;4;RUE REAUMUR;0;1;3;0;1;-1;-1;1;-1;1;0;1;30
536549107;3;;0;2;2;1;1;26;400;1;7;1;0;1;70
536549108;4;;0;2;2;0;1;0;0;1;-1;1;0;1;30
536549109;3;47;;2;1;1;1;1;151;3;4;1;0;5;50
536549109;3;;;2;1;0;1;-1;-1;1;4;1;9;8;50
536549110;3;796;;1;1;0;1;10;485;2;5;2;0;1;30
536549111;3;126A;0;1;1;0;1;0;1;1;-1;1;9;1;50
536549112;4;21;0;3;2;0;2;-1;-1;1;-1;1;6;6;50
536549113;3;D53;;2;2;0;1;21;573;1;5;1;0;1;80
536549114;2;19;0;3;4;0;1;21;130;1;0;2;5;1;50
536549115;3;117;;2;2;0;1;9;735;1;5;1;0;1;80
536549115;3;;;2;2;0;1;-1;-1;1;-1;1;0;1;80
536549116;4;;0;2;2;1;1;0;0;1;-1;1;0;4;50
536549117;3;120;0;2;2;0;2;0;520;2;4;1;0;3;50
536549118;3;970;0;3;4;0;1;0;1;1;-1;2;0;1;50
536549119;1;Tunnel Prado Carénage;0;1;2;0;1;1;799;1;-1;1;1;1;50
536549120;3;30;0;1;1;2;1;1;0;1;-1;1;0;3;30
536549121;3;117;0;2;2;0;1;0;1;1;-1;1;0;1;50
536549122;1;A55-Sens Marseille vers Martigues;0;1;3;0;1;34;0;1;-1;2;2;1;50
536549123;3;CALVAIRE;0;1;1;0;2;0;0;1;-1;1;0;1;50
536549124;1;A51-Sens Marseille vers Aix en Provence;0;3;3;0;2;2;0;2;;1;0;1;90
536549125;3;REPUBLIQUE;0;2;2;1;1;0;0;1;-1;1;0;5;50
536549126;4;CORIOLIS (RUE DU MARQUIS DE);0;2;0;0;1;0;0;1;-1;1;0;1;30
536549127;7;350;0;3;3;0;1;0;29;1;;1;0;1;50
536549128;4;PERIER RUE N°35 A 88 ET 26B A 90;0;1;1;0;1;0;0;1;-1;1;0;4;50
536549129;4;PRESIDENT KRUGER;0;1;2;0;1;0;0;1;8;1;0;8;50
536549130;1;AUTOROUTE A 62;0;3;4;0;1;0;187;1;-1;1;0;1;110
536549132;1;AUTOROUTE A22;0;3;2;0;1;1;712;1;17;1;3;1;90
536549133;1;AUTOROUTE A6;0;3;3;0;1;18;899;1;14;2;0;1;110
536549134;4;FOURNIER (RUE);0;3;2;0;1;0;0;1;-1;1;0;1;30
536549136;3;BIEVRE (RUE DE LA);0;2;3;1;1;0;0;1;-1;1;0;1;30
536549137;2;118;0;1;4;0;1;4;500;1;12;1;0;1;90
536549139;3;149;0;2;2;0;1;90;100;1;;1;0;1;80
536549140;1;86;0;1;3;0;2;12;699;1;;1;0;1;50
536549141;3;35;;2;2;0;1;-1;-1;1;7;1;0;1;70
536549143;3;412;;2;2;0;1;0;450;1;;1;9;1;50
536549143;3;;;2;2;0;4;-1;-1;1;;1;0;1;50
536549144;1;86;0;1;2;0;1;32;0;1;;1;1;2;70
536549145;3;948;;2;2;3;1;7;360;1;7;1;0;1;50
536549145;3;;;2;2;;1;-1;-1;1;7;1;0;1;50
536549146;1;A105;0;3;3;0;1;6;100;1;14;1;0;1;130
536549147;4;;0;2;2;0;1;0;0;1;-1;1;0;1;50
536549148;3;5;0;2;2;0;1;1;105;3;-1;1;0;1;50
536549148;3;;;2;2;0;1;-1;-1;1;-1;1;0;1;50
536549149;3;D939;;2;2;0;1;29;690;1;7;1;6;1;50
536549150;3;935;;2;2;0;1;21;180;1;7;1;0;3;50
536549151;4;BOULEVARD HENRY ORRION;0;3;2;2;1;-1;-1;1;-1;2;;1;30
536549152;9;;;2;1;0;1;-1;-1;1;-1;6;0;1;50
536549153;3;PAIX (AVENUE DE LA);0;2;3;0;1;0;0;1;-1;1;0;1;30
536549154;3;758;0;2;2;0;2;1;960;1;4;1;0;1;50
536549155;3;pk 18;0;2;2;0;2;18;0;1;-1;1;0;1;90
536549156;4;RN3 (ANCIENNE ROUTE);0;3;4;0;1;25;0;1;-1;1;0;1;110
536549157;4;;;2;2;0;1;-1;-1;1;-1;1;0;1;50
536549158;3;45;0;2;2;0;1;12;330;4;4;1;0;1;80
536549159;2;RN3 (ANCIENNE ROUTE);0;3;4;0;2;22;0;1;-1;1;9;1;110
536549160;4;50;0;2;2;0;1;-1;-1;1;-1;1;0;1;50
536549161;2;RN31;0;2;2;0;1;2;430;1;7;1;0;1;80
536549162;3;24;;2;2;0;2;0;980;3;;1;0;1;80
536549163;4;FRANCISCEAS (CHEMIN DES);0;2;2;0;2;0;0;1;-1;1;0;1;50
536549164;4;;;2;2;0;1;-1;-1;1;-1;1;0;1;80
536549164;4;;;2;2;0;2;-1;-1;1;-1;1;0;1;80
536549165;4;CHATEL (JEAN);0;1;1;0;1;0;0;1;-1;1;0;1;30
536549165;4;LABOURDONNAIS;0;1;2;0;1;0;0;1;-1;1;0;1;50
536549166;3;959;0;2;-1;;1;47;570;1;-1;1;9;8;50
536549166;3;974;0;2;2;0;1;73;800;1;7;1;9;8;50
536549167;2;ROUTE NATIONALE N° 1;0;3;4;0;1;19;554;1;-1;1;2;1;110
536549168;4;LAENNEC                             (R );0;2;2;0;1;-1;-1;1;-1;1;0;1;30
536549169;2;21;;2;2;0;1;36;770;1;7;1;0;1;80
536549170;3;27;;2;2;0;1;5;400;2;5;1;0;3;70
536549171;4;OISE (BOULEVARD DE L');0;3;2;0;1;0;0;1;-1;1;0;8;50
536549171;4;VALANCHARDS (RUE DES);0;3;2;0;1;0;0;1;-1;1;0;1;50
536549172;3;;;2;2;0;1;9;520;1;-1;1;0;3;50
536549173;9;AV DE LA MAISON NEUVE;0;1;1;0;1;0;0;1;-1;1;0;8;30
536549174;1;63;0;2;4;0;1;21;736;1;10;1;0;1;130
536549175;1;9;;2;3;3;1;90;0;1;-1;1;0;2;90
536549176;4;SENIGALLIA (AVENUE DE);0;2;2;0;1;0;0;1;-1;1;9;1;50
536549177;1;54;0;3;2;0;1;1;0;1;10;1;0;1;130
536549178;3;LIMOGES (AVENUE DE);0;2;3;0;2;3;599;2;;2;0;1;70
536549180;3;213;0;2;2;0;1;13;783;1;5;1;0;1;90
536549180;3;29;0;2;2;0;1;11;891;1;5;1;0;1;90
536549181;3;231;0;2;2;0;1;42;793;1;7;1;5;8;80
536549182;4;LATTRE DE TASSIGNY (AV DE);0;3;1;1;4;-1;-1;1;-1;1;0;1;50
536549183;3;613;;2;2;0;3;63;300;1;7;1;0;1;70
536549184;4;;;2;2;0;1;-1;-1;3;-1;1;0;1;50
536549185;4;ALSACE LORRAINE (BOULEVARD D');0;2;2;0;1;0;0;1;-1;2;0;6;50
536549186;3;559;;1;2;0;1;90;150;2;3;2;0;1;50
536549187;3;96;0;2;2;0;1;45;600;1;7;1;0;3;50
536549188;3;468;0;2;2;0;1;133;300;1;;1;0;3;90
536549189;4;LOGES (AVENUE DES);0;4;3;3;1;-1;-1;1;-1;1;0;6;30
536549190;3;536;;2;2;0;1;9;520;1;;2;0;3;50
536549191;3;22;0;2;2;0;1;4;900;1;;1;2;3;80
536549192;4;;0;2;2;0;1;-1;-1;1;-1;1;0;3;50
536549193;3;RD30;0;2;2;0;1;24;196;1;-1;1;0;1;70
536549194;4;PASTEUR (RUE);0;2;2;0;1;0;1;1;-1;1;0;4;50
536549195;4;MANDEL (RUE GEORGES);0;1;1;0;1;-1;-1;1;-1;1;0;1;30
536549195;4;RUE JEAN SOULA;0;1;1;0;1;-1;-1;1;-1;1;0;1;30
536549196;3;929;0;2;2;0;2;50;889;1;7;1;0;1;70
536549197;4;RUE DU POUSET;0;2;2;0;2;-1;-1;1;-1;1;9;1;30
536549198;3;18;;2;2;0;1;36;150;1;4;1;0;1;50
536549199;3;D405;0;2;3;0;2;18;361;3;;1;0;1;80
536549200;2;ROUTE NATIONALE 356;0;3;9;0;1;0;672;1;-1;1;0;1;70
536549202;1;AUTOROUTE A25;0;3;6;0;1;4;800;3;-1;9;0;1;70
536549203;3;RD 38;0;2;2;0;1;12;152;1;5;1;0;1;90
536549204;4;Raymond Poincaré (Av);0;2;2;0;1;-1;-1;1;-1;1;0;1;50
536549206;4;MONNET (PLACE JEAN);0;1;1;0;1;-1;-1;1;-1;1;0;1;50
536549207;4;BOLHEN   (DE)                        (AV;0;2;4;2;1;-1;-1;1;-1;3;9;1;50
536549207;4;;;2;2;0;1;-1;-1;1;-1;3;0;1;50
536549208;2;RN 104;0;3;1;0;1;6;790;1;;1;0;1;90
536549209;4;MARIE (RUE ARMAND);0;2;2;1;1;-1;-1;1;-1;1;0;1;50
536549210;4;GILBERT BOISSIER                    (PL);0;2;2;2;1;-1;-1;1;-1;1;0;1;50
536549211;1;86;0;3;2;0;1;23;830;1;10;1;0;1;70
536549212;4;BERNAND ETIENNE ( boulvard);0;2;2;2;2;-1;-1;1;-1;1;0;1;50
536549212;4;;;1;1;0;1;-1;-1;1;-1;1;0;1;30
536549213;1;3;0;3;2;0;1;11;199;1;-1;1;0;1;90
536549214;4;GÉNÉRAL LECLERC (RUE);0;4;5;0;1;0;0;1;-1;1;0;1;50
536549214;4;RACATI (rue);0;4;5;0;4;0;0;1;-1;1;0;1;70
536549215;4;CATHERINE DE BOURBON;0;1;5;0;1;-1;-1;1;-1;1;5;1;30
536549216;1;86;0;1;2;0;1;26;0;2;;1;3;1;70
536549217;4;DULAC (AVENUE GUILLAUME);0;2;2;0;1;0;0;1;-1;1;0;1;50
536549218;4;CHARLES DE GAULLE RUE;0;1;1;0;1;0;0;4;-1;1;0;4;30
536549219;4;FUSILLES (R );0;2;2;0;1;-1;-1;1;-1;1;9;1;50
536549220;1;AUTOROUTE A1;0;3;6;0;1;30;;1;-1;1;0;1;130
536549221;4;PORTE DE CLICHY;0;1;4;0;1;19;600;1;-1;1;0;1;70
536549222;1;A507 sens Marseille - Aubagne;0;1;4;0;2;7;530;1;12;1;1;1;70
536549223;3;BODELOT (RUE ACHILLE);0;3;2;0;1;131;460;1;-1;1;0;1;50
536549224;4;BOULEVARD NEY;0;2;6;1;4;-1;-1;1;-1;1;1;5;50
536549225;2;LITTORAL (ROUTE 1 DU);0;1;6;0;1;6;599;1;-1;2;0;1;90
536549226;1;ACCÈS A57 PAR AV JUIN;0;3;4;0;1;0;1;1;-1;1;1;1;70
536549228;2;RN2/111;0;1;4;0;1;5;524;1;-1;1;2;1;90
536549229;4;;;1;-1;;1;-1;-1;1;-1;1;0;5;30
536549229;4;RUE SAINT JACQUES;0;1;1;2;1;-1;-1;1;-1;1;0;5;30
536549230;1;ROCADE A 630;0;1;6;0;1;14;237;1;14;1;3;1;50
536549231;2;LEBLOND (ROND POINT);0;1;2;0;1;1;190;3;-1;2;0;1;50
536549232;4;BOULEVARD GENERAL MARTIAL VALIN;0;3;7;3;1;-1;-1;1;-1;1;0;1;30
536549232;4;;;1;-1;;1;-1;-1;1;-1;1;0;1;30
536549233;4;;0;1;1;0;2;-1;-1;1;-1;1;0;1;50
536549233;4;;0;2;2;0;1;-1;-1;1;-1;1;0;1;30
536549234;2;118;0;1;3;3;2;0;500;2;;1;0;6;70
536549236;4;QUAI DE BERCY;0;3;4;0;1;-1;-1;1;-1;1;1;1;50
536549237;3;29;0;2;2;1;1;0;480;1;-1;1;;5;30
536549238;4;GRAND CAMP(SECTION);0;1;1;0;1;-1;-1;3;-1;1;0;1;50
536549239;1;AUTOROUTE A1;0;3;3;0;1;17;700;1;14;1;0;1;110
536549240;4;;;1;-1;;1;-1;-1;1;-1;1;0;1;30
536549240;4;RUE SAINT MAUR;0;1;1;0;1;-1;-1;1;-1;1;0;1;30
536549241;4;;0;2;2;0;2;0;0;1;-1;1;0;1;50
536549242;4;BOZON;0;1;1;0;2;0;0;3;-1;2;0;1;50
536549243;2;RN104;0;1;3;0;1;2;0;1;-1;1;0;3;90
536549244;4;ELUS (RUE DES);0;2;1;0;2;-1;-1;1;-1;1;0;1;30
536549245;3;120;0;3;4;2;1;0;1;1;-1;2;5;1;50
536549245;3;158;0;2;2;2;1;0;1;1;-1;2;5;1;50
536549246;3;HANNE (BOULEVARD);0;1;2;0;1;-1;-1;1;-1;1;0;1;50
536549248;3;120;0;2;2;2;1;0;1;1;-1;2;9;5;50
536549249;4;ALBERT 1ER (BOULEVARD);0;2;3;1;1;-1;-1;3;-1;1;5;1;50
536549249;4;HUET (RUE ANDRE);0;2;2;0;1;-1;-1;1;-1;1;0;1;50
536549250;3;MARGENCY (ROUTE DE);0;2;2;0;1;0;0;1;5;1;5;1;30
536549250;3;VOLTAIRE (AVENUE);0;1;2;0;2;4;;4;5;1;5;1;30
536549251;3;86;0;2;2;0;2;1;1;1;-1;2;0;1;50
536549252;4;PAIX (BOULEVARD DE LA);0;2;5;2;1;1;0;1;-1;2;0;1;50
536549253;4;CHARLERY (GUSTAVE);0;1;2;0;1;-1;-1;1;-1;1;0;1;50
536549255;4;CHURCHILL (AVE WISTON);0;2;2;0;1;-1;-1;1;7;1;0;1;50
536549256;2;D14;0;1;2;0;1;21;;1;-1;1;0;1;110
536549257;4;;0;2;2;0;1;0;0;1;-1;1;5;1;50
536549258;4;CHALOUERE;0;2;2;0;1;1;0;1;-1;1;0;1;50
536549259;3;CLUNY (ROUTE DE);0;2;2;0;2;5;199;1;-1;2;0;1;30
536549260;4;DANIEL PERDRIGE  (AVENUE);0;2;2;0;1;0;0;1;-1;1;0;1;50
536549260;4;GENERAL DE GAULLE (RUE DU);0;2;2;0;1;0;0;1;-1;1;9;1;50
536549261;4;GATS;0;2;2;0;1;1;0;1;-1;1;0;1;50
536549262;3;CD35;0;1;0;0;1;0;0;1;0;1;5;1;70
536549262;3;CD35;0;2;0;0;1;0;0;2;0;1;5;1;50
536549263;4;LAPORTE                             (R );0;1;1;2;1;-1;-1;1;-1;1;5;1;30
536549263;4;ROGER SALENGRO                      (R );0;2;2;0;1;-1;-1;1;-1;1;5;1;30
536549264;3;970;0;2;2;2;1;0;1;2;-1;1;0;1;50
536549265;3;RD 956;0;3;4;0;1;-1;-1;1;-1;1;0;1;90
536549266;3;PROVIDENCE;0;3;2;0;1;0;0;1;-1;1;6;6;50
536549267;4;AVENUE SERGE DASSAULT;0;2;2;0;2;0;0;1;-1;1;0;1;30
536549267;4;RUE HENRI MATISSE;0;2;2;0;2;0;0;1;-1;1;0;1;30
536549269;4;GRANGES GALANT (RUE DES);0;2;2;0;1;-1;-1;1;-1;2;0;1;50
536549269;4;GRANGES GALANT (RUE DES);0;2;2;0;4;-1;-1;1;-1;2;0;1;50
536549270;4;Marin BONINE;0;2;0;0;1;0;0;1;-1;1;0;1;80
536549271;4;CHARPENTIER (AVENUE THEODORE);0;2;2;0;1;0;0;1;-1;9;0;1;30
536549272;4;GINOUX AV. HENRI N°1 A 95 ET 2 A 104;0;1;2;1;1;0;0;1;-1;1;0;1;50
536549274;3;MONNET (AVE JEAN);0;2;2;0;1;1;480;1;-1;1;0;3;50
536549275;4;MITTERAND (MAIL FRANCOIS);0;2;2;2;1;-1;-1;1;-1;1;0;1;30
536549276;4;ROUTE DE COMA;0;2;0;0;1;-1;-1;1;-1;1;0;1;70
536549277;4;COLONEL MORAINE (ROUTE DU);0;3;0;0;1;0;0;1;-1;1;0;1;30
536549277;4;SIX FRERES (ROUTE DES);0;2;0;0;1;0;0;1;-1;1;0;1;50
536549278;4;CHATEAU (AVENUE FRANCOIS);0;3;2;3;1;-1;-1;1;-1;1;0;1;50
536549279;4;PENDANTS D'HENNEMONT (AVENUE DES);0;2;1;0;1;-1;-1;1;-1;1;0;1;50
536549280;4;HÔTEL DE VILLE (PLACE;0;1;1;0;1;0;0;1;-1;2;9;4;50
536549281;4;AV DES MORILLONS;0;2;2;0;1;0;0;1;-1;1;0;1;50
536549282;4;BLES D'OR (RUE DES);0;2;2;0;1;-1;-1;2;-1;1;0;5;30
536549282;4;LINNE (RUE CHARLES);0;2;2;0;1;-1;-1;1;-1;1;0;5;30
536549283;3;GENERAL LECLERC (BD DU) (9 A 59)   (4 A;0;2;2;1;1;0;0;1;-1;1;0;1;50
536549284;1;VA008493 LA CRABE A624 Sortie 2;0;1;3;0;1;1;906;1;;2;0;1;90
536549285;3;AV DES MARTYRS DE SOWETO;0;2;2;0;1;1;0;1;5;1;5;1;50
536549285;3;AV DU GENERAL DE GAULLE;0;1;2;0;1;1;0;1;5;1;0;8;50
536549286;4;LATERAL (CHEMIN);0;2;2;0;1;0;0;1;-1;1;0;1;50
536549286;4;SUISSES (VOIE DES);0;2;2;0;1;0;0;1;-1;1;0;1;50
536549287;4;ROSCANVEL (PLACE ET RUE);0;3;2;1;1;-1;-1;1;-1;1;0;1;50
536549288;4;JULES FERRY (RUE);0;2;2;0;1;0;0;1;-1;1;0;1;50
536549289;3;924;0;2;2;0;1;27;55;1;7;1;0;1;80
536549290;4;LECLERC (AVENUE DU GENERAL);0;2;2;0;2;-1;-1;1;-1;1;0;1;50
536549291;3;SAINT THIBAULT (RUE);0;2;2;1;1;1;28;1;-1;1;9;5;50
536549292;3;19;0;2;2;0;1;-1;-1;1;6;1;0;1;80
536549293;4;;0;2;2;3;1;-1;-1;1;-1;2;4;8;50
536549294;3;VALVINS (AVENUE DE);0;3;2;0;1;4;93;2;-1;1;0;1;50
536549295;3;961;0;2;2;0;1;45;762;1;7;1;0;1;80
536549296;4;QUAI SAINT LAZARE (Bd du);0;2;4;0;1;0;1;1;-1;1;5;1;50
536549296;4;SAINT JOSEPH (Porte);0;1;1;0;1;0;1;1;-1;1;9;1;50
536549297;3;ROND POINT DE BREZILLET;0;1;3;0;1;0;0;3;;1;0;8;50
536549298;3;4;;2;2;0;1;26;34;3;4;1;0;3;50
536549300;4;;;2;2;0;2;-1;-1;1;-1;1;0;4;50
536549301;4;FREHEL RUE DE);0;2;1;0;1;0;0;3;-1;1;0;1;30
536549302;2;RN 184;0;3;4;0;1;24;;1;-1;1;0;1;80
536549304;4;FABRI DE PEIRESC (AVENUE);0;3;2;0;1;0;0;1;-1;1;0;1;50
536549304;4;PLANTADES (CHEMIN DES);0;3;2;0;2;0;0;2;-1;1;0;1;50
536549305;4;JEAN JAURES (AVENUE);0;2;2;0;1;0;1;1;-1;1;0;1;50
536549306;4;BRIAND (BOULEVARD ARISTIDE);0;2;4;0;1;-1;-1;1;-1;1;0;1;50
536549306;4;HUET (RUE DANIEL);0;2;2;0;1;-1;-1;1;-1;1;0;1;50
536549307;4;41;0;2;2;0;1;-1;-1;1;-1;1;0;1;80
536549308;4;L'HERMINIER (AVENUE JEAN);0;1;2;1;1;0;0;3;-1;1;0;5;50
536549309;4;BOULEVARD DU ROY RENE;0;3;0;0;1;0;0;1;-1;1;0;1;50
536549311;3;RUE DES 3 PINS;0;2;2;0;1;39;1;1;-1;1;0;1;70
536549312;2;;;2;2;0;1;-1;18;3;-1;1;0;3;80
536549313;4;CORDERIE (BOULEVARD DE LA);0;2;4;3;1;0;0;1;-1;1;0;1;50
536549314;3;BOULEVARD DU CERCERON;0;2;2;0;2;4;530;1;-1;1;0;1;70
536549315;4;FLORIMOND LAURENT (RUE);0;2;2;0;1;0;0;1;-1;1;0;1;50
536549316;4;LUCIEN LEBLANC (RUE);0;2;2;0;1;-1;-1;1;-1;2;0;1;50
536549316;4;PAIX (RUE DE LA );0;2;2;0;1;-1;-1;1;-1;2;0;1;50
536549317;3;769;0;2;2;0;1;3;640;1;7;1;0;5;80
536549318;4;BARTHES (ROUTE DES);0;2;2;0;1;-1;-1;1;-1;1;0;3;70
536549320;3;CD943;0;2;3;0;1;7;850;1;-1;2;5;1;90
536549320;3;GANNE ( RUE LOUIS );0;2;2;0;1;6;0;1;-1;2;5;1;90
536549321;3;925;;4;2;0;3;53;202;1;7;2;5;1;80
536549322;4;;0;1;2;0;1;-1;-1;1;-1;1;0;4;50
536549322;4;PAUL BERT (RUE);0;1;1;0;1;0;0;1;-1;1;0;4;50
536549323;4;;0;1;1;0;1;-1;-1;1;6;1;0;1;30
536549324;2;10;0;2;2;0;1;106;600;1;7;1;0;1;50
536549325;4;BOURGET (RUE DU);0;1;1;0;1;-1;-1;1;-1;1;9;1;50
536549326;4;FAUBOURG DE PIERRE (PONT DU);0;2;2;0;1;-1;-1;1;-1;1;2;1;50
536549328;3;700;0;2;2;0;2;14;730;1;-1;1;0;3;80
536549329;4;;0;2;2;0;1;-1;-1;1;-1;1;0;1;50
536549330;4;DE GAULLE RD 612 (AV. CHARLES);0;1;2;0;1;-1;-1;1;-1;1;0;1;50
536549331;3;D817;0;3;1;0;1;33;600;1;-1;1;0;1;70
536549332;4;;;2;2;0;2;-1;-1;1;-1;1;0;1;50
536549333;4;BOULEVARD PERIPHERIQUE EXTERIEUR OUEST;0;1;4;0;1;16;400;1;-1;1;0;1;70
536549336;3;23;;2;2;0;1;7;230;1;7;1;5;1;90
536549336;3;;;2;-1;;1;3;20;1;-1;1;5;1;80
536549337;3;43;0;2;2;0;1;8;285;1;-1;2;0;3;90
536549338;4;ROBERT LE COQ (RUE);0;2;2;0;1;-1;-1;1;-1;1;4;6;100
536549339;4;LAZARET (RUE DU);0;2;2;0;1;-1;-1;1;-1;1;0;1;50
536549340;4;BOULEVARD PERIPHERIQUE INTERIEUR OUEST;0;1;4;0;1;15;700;1;-1;2;0;1;70
536549341;2;12;;3;4;0;1;37;740;1;10;2;0;1;110
536549342;3;AMIENS (d');0;2;2;0;1;68;39;1;-1;1;0;1;50
536549343;3;6;;2;2;0;1;12;15;3;;1;0;8;90
536549344;4;BOULEVARD PERIPHERIQUE INTERIEUR NORD;0;1;4;0;1;30;0;1;-1;1;0;1;70
536549345;2;7;;2;2;0;2;58;900;3;9;2;0;8;80
536549346;4;TROIS VISAGES ( DES );0;1;1;0;1;-1;-1;1;-1;2;0;1;50
536549347;2;ROUTE NATIONALE 13;0;1;0;0;2;22;480;3;0;1;0;1;70
536549348;4;RUISSEAUX (RUE DES);0;2;2;0;1;-1;-1;1;-1;2;0;1;70
536549349;4;BOULEVARD PERIPHERIQUE INTERIEUR NORD;0;1;2;0;2;-1;-1;2;-1;2;0;1;50
536549350;7;11;;2;2;0;2;22;360;3;-1;2;0;1;70
